,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
312,9784591129029,236,らくだい魔女のデート大作戦,らくだい魔女の出会いの物語,,らくだい魔女のデート大作戦,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
449,9784591126127,236,らくだい魔女とはつこいの君,らくだい魔女の出会いの物語,,らくだい魔女とはつこいの君,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
367,9784591097786,236,らくだい魔女と王子の誓い,らくだい魔女の出会いの物語,,らくだい魔女と王子の誓い,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
244,9784591094648,236,らくだい魔女はプリンセス,らくだい魔女の出会いの物語,,らくだい魔女はプリンセス,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
321,9784591133804,236,らくだい魔女の出会いの物語,らくだい魔女の出会いの物語,,らくだい魔女の出会いの物語,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫ガールズ
382,9784591122075,236,らくだい魔女と妖精の約束,らくだい魔女の出会いの物語,,らくだい魔女と妖精の約束,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
172,9784001142549,237,火の鳥ときつねのリシカ　チェコの昔話,の,,火の鳥ときつねのリシカ　チェコの昔話,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,木村有子,岩波少年文庫
791,9784001145656,237,灰色の畑と緑の畑,の,,灰色の畑と緑の畑,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,ウルズラ・ヴェル,岩波少年文庫
792,9784591139387,238,猫侍　玉之丞とほおずき長屋のお涼,,,猫侍　玉之丞とほおずき長屋のお涼,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,いとう縁凛,ポプラポケット文庫
771,9784591093795,239,魔女のルルーと風の少女　風の丘のルル４,魔女のルルーと,,魔女のルルーと風の少女　風の丘のルル４,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,村山早紀,ポプラポケット文庫
